Date,Event_Name,Impact_Score
2012-10-22,Crisis deuda soberana europea / rescate bancos España,3
2012-10-22,Rescate y reestructuración de Bankia / sector bancario español,3
2012-10-23,Rescate y reestructuración de Bankia / sector bancario español,3
2012-10-23,Crisis deuda soberana europea / rescate bancos España,3
2012-10-24,Crisis deuda soberana europea / rescate bancos España,3
2012-10-24,Rescate y reestructuración de Bankia / sector bancario español,3
2012-10-25,Rescate y reestructuración de Bankia / sector bancario español,3
2012-10-25,Crisis deuda soberana europea / rescate bancos España,3
2012-10-26,Rescate y reestructuración de Bankia / sector bancario español,3
2012-10-26,Crisis deuda soberana europea / rescate bancos España,3
2012-10-27,Crisis deuda soberana europea / rescate bancos España,3
2012-10-27,Rescate y reestructuración de Bankia / sector bancario español,3
2012-10-28,Rescate y reestructuración de Bankia / sector bancario español,3
2012-10-28,Crisis deuda soberana europea / rescate bancos España,3
2012-10-29,Crisis deuda soberana europea / rescate bancos España,3
2012-10-29,Rescate y reestructuración de Bankia / sector bancario español,3
2012-10-30,Crisis deuda soberana europea / rescate bancos España,3
2012-10-30,Rescate y reestructuración de Bankia / sector bancario español,3
2012-10-31,Crisis deuda soberana europea / rescate bancos España,3
2012-10-31,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-01,Crisis deuda soberana europea / rescate bancos España,3
2012-11-01,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-02,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-02,Crisis deuda soberana europea / rescate bancos España,3
2012-11-03,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-03,Crisis deuda soberana europea / rescate bancos España,3
2012-11-04,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-04,Crisis deuda soberana europea / rescate bancos España,3
2012-11-05,Crisis deuda soberana europea / rescate bancos España,3
2012-11-05,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-06,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-06,Crisis deuda soberana europea / rescate bancos España,3
2012-11-07,Crisis deuda soberana europea / rescate bancos España,3
2012-11-07,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-08,Crisis deuda soberana europea / rescate bancos España,3
2012-11-08,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-09,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-09,Crisis deuda soberana europea / rescate bancos España,3
2012-11-10,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-10,Crisis deuda soberana europea / rescate bancos España,3
2012-11-11,Crisis deuda soberana europea / rescate bancos España,3
2012-11-11,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-12,Crisis deuda soberana europea / rescate bancos España,3
2012-11-12,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-13,Crisis deuda soberana europea / rescate bancos España,3
2012-11-13,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-14,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-14,Crisis deuda soberana europea / rescate bancos España,3
2012-11-15,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-15,Crisis deuda soberana europea / rescate bancos España,3
2012-11-16,Crisis deuda soberana europea / rescate bancos España,3
2012-11-16,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-17,Crisis deuda soberana europea / rescate bancos España,3
2012-11-17,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-18,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-18,Crisis deuda soberana europea / rescate bancos España,3
2012-11-19,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-19,Crisis deuda soberana europea / rescate bancos España,3
2012-11-20,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-20,Crisis deuda soberana europea / rescate bancos España,3
2012-11-21,Crisis deuda soberana europea / rescate bancos España,3
2012-11-21,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-22,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-22,Crisis deuda soberana europea / rescate bancos España,3
2012-11-23,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-23,Crisis deuda soberana europea / rescate bancos España,3
2012-11-24,Crisis deuda soberana europea / rescate bancos España,3
2012-11-24,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-25,Crisis deuda soberana europea / rescate bancos España,3
2012-11-25,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-26,Crisis deuda soberana europea / rescate bancos España,3
2012-11-26,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-27,Crisis deuda soberana europea / rescate bancos España,3
2012-11-27,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-28,Crisis deuda soberana europea / rescate bancos España,3
2012-11-28,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-29,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-29,Crisis deuda soberana europea / rescate bancos España,3
2012-11-30,Rescate y reestructuración de Bankia / sector bancario español,3
2012-11-30,Crisis deuda soberana europea / rescate bancos España,3
2012-12-01,Crisis deuda soberana europea / rescate bancos España,3
2012-12-01,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-02,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-02,Crisis deuda soberana europea / rescate bancos España,3
2012-12-03,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-03,Crisis deuda soberana europea / rescate bancos España,3
2012-12-04,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-04,Crisis deuda soberana europea / rescate bancos España,3
2012-12-05,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-05,Crisis deuda soberana europea / rescate bancos España,3
2012-12-06,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-06,Crisis deuda soberana europea / rescate bancos España,3
2012-12-07,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-07,Crisis deuda soberana europea / rescate bancos España,3
2012-12-08,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-08,Crisis deuda soberana europea / rescate bancos España,3
2012-12-09,Crisis deuda soberana europea / rescate bancos España,3
2012-12-09,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-10,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-10,Crisis deuda soberana europea / rescate bancos España,3
2012-12-11,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-11,Crisis deuda soberana europea / rescate bancos España,3
2012-12-12,Crisis deuda soberana europea / rescate bancos España,3
2012-12-12,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-13,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-13,Crisis deuda soberana europea / rescate bancos España,3
2012-12-14,Crisis deuda soberana europea / rescate bancos España,3
2012-12-14,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-15,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-15,Crisis deuda soberana europea / rescate bancos España,3
2012-12-16,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-16,Crisis deuda soberana europea / rescate bancos España,3
2012-12-17,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-17,Crisis deuda soberana europea / rescate bancos España,3
2012-12-18,Crisis deuda soberana europea / rescate bancos España,3
2012-12-18,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-19,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-19,Crisis deuda soberana europea / rescate bancos España,3
2012-12-20,Crisis deuda soberana europea / rescate bancos España,3
2012-12-20,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-21,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-21,Crisis deuda soberana europea / rescate bancos España,3
2012-12-22,Crisis deuda soberana europea / rescate bancos España,3
2012-12-22,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-23,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-23,Crisis deuda soberana europea / rescate bancos España,3
2012-12-24,Crisis deuda soberana europea / rescate bancos España,3
2012-12-24,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-25,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-25,Crisis deuda soberana europea / rescate bancos España,3
2012-12-26,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-26,Crisis deuda soberana europea / rescate bancos España,3
2012-12-27,Crisis deuda soberana europea / rescate bancos España,3
2012-12-27,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-28,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-28,Crisis deuda soberana europea / rescate bancos España,3
2012-12-29,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-29,Crisis deuda soberana europea / rescate bancos España,3
2012-12-30,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-30,Crisis deuda soberana europea / rescate bancos España,3
2012-12-31,Rescate y reestructuración de Bankia / sector bancario español,3
2012-12-31,Crisis deuda soberana europea / rescate bancos España,3
2013-01-01,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-01,Venta y consolidación de activos FROB / Sareb,2
2013-01-02,Venta y consolidación de activos FROB / Sareb,2
2013-01-02,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-03,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-03,Venta y consolidación de activos FROB / Sareb,2
2013-01-04,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-04,Venta y consolidación de activos FROB / Sareb,2
2013-01-05,Venta y consolidación de activos FROB / Sareb,2
2013-01-05,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-06,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-06,Venta y consolidación de activos FROB / Sareb,2
2013-01-07,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-07,Venta y consolidación de activos FROB / Sareb,2
2013-01-08,Venta y consolidación de activos FROB / Sareb,2
2013-01-08,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-09,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-09,Venta y consolidación de activos FROB / Sareb,2
2013-01-10,Venta y consolidación de activos FROB / Sareb,2
2013-01-10,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-11,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-11,Venta y consolidación de activos FROB / Sareb,2
2013-01-12,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-12,Venta y consolidación de activos FROB / Sareb,2
2013-01-13,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-13,Venta y consolidación de activos FROB / Sareb,2
2013-01-14,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-14,Venta y consolidación de activos FROB / Sareb,2
2013-01-15,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-15,Venta y consolidación de activos FROB / Sareb,2
2013-01-16,Venta y consolidación de activos FROB / Sareb,2
2013-01-16,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-17,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-17,Venta y consolidación de activos FROB / Sareb,2
2013-01-18,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-18,Venta y consolidación de activos FROB / Sareb,2
2013-01-19,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-19,Venta y consolidación de activos FROB / Sareb,2
2013-01-20,Venta y consolidación de activos FROB / Sareb,2
2013-01-20,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-21,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-21,Venta y consolidación de activos FROB / Sareb,2
2013-01-22,Venta y consolidación de activos FROB / Sareb,2
2013-01-22,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-23,Venta y consolidación de activos FROB / Sareb,2
2013-01-23,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-24,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-24,Venta y consolidación de activos FROB / Sareb,2
2013-01-25,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-25,Venta y consolidación de activos FROB / Sareb,2
2013-01-26,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-26,Venta y consolidación de activos FROB / Sareb,2
2013-01-27,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-27,Venta y consolidación de activos FROB / Sareb,2
2013-01-28,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-28,Venta y consolidación de activos FROB / Sareb,2
2013-01-29,Venta y consolidación de activos FROB / Sareb,2
2013-01-29,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-30,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-30,Venta y consolidación de activos FROB / Sareb,2
2013-01-31,Rescate y reestructuración de Bankia / sector bancario español,3
2013-01-31,Venta y consolidación de activos FROB / Sareb,2
2013-02-01,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-01,Venta y consolidación de activos FROB / Sareb,2
2013-02-02,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-02,Venta y consolidación de activos FROB / Sareb,2
2013-02-03,Venta y consolidación de activos FROB / Sareb,2
2013-02-03,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-04,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-04,Venta y consolidación de activos FROB / Sareb,2
2013-02-05,Venta y consolidación de activos FROB / Sareb,2
2013-02-05,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-06,Venta y consolidación de activos FROB / Sareb,2
2013-02-06,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-07,Venta y consolidación de activos FROB / Sareb,2
2013-02-07,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-08,Venta y consolidación de activos FROB / Sareb,2
2013-02-08,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-09,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-09,Venta y consolidación de activos FROB / Sareb,2
2013-02-10,Venta y consolidación de activos FROB / Sareb,2
2013-02-10,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-11,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-11,Venta y consolidación de activos FROB / Sareb,2
2013-02-12,Venta y consolidación de activos FROB / Sareb,2
2013-02-12,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-13,Venta y consolidación de activos FROB / Sareb,2
2013-02-13,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-14,Venta y consolidación de activos FROB / Sareb,2
2013-02-14,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-15,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-15,Venta y consolidación de activos FROB / Sareb,2
2013-02-16,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-16,Venta y consolidación de activos FROB / Sareb,2
2013-02-17,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-17,Venta y consolidación de activos FROB / Sareb,2
2013-02-18,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-18,Venta y consolidación de activos FROB / Sareb,2
2013-02-19,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-19,Venta y consolidación de activos FROB / Sareb,2
2013-02-20,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-20,Venta y consolidación de activos FROB / Sareb,2
2013-02-21,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-21,Venta y consolidación de activos FROB / Sareb,2
2013-02-22,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-22,Venta y consolidación de activos FROB / Sareb,2
2013-02-23,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-23,Venta y consolidación de activos FROB / Sareb,2
2013-02-24,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-24,Venta y consolidación de activos FROB / Sareb,2
2013-02-25,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-25,Venta y consolidación de activos FROB / Sareb,2
2013-02-26,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-26,Venta y consolidación de activos FROB / Sareb,2
2013-02-27,Venta y consolidación de activos FROB / Sareb,2
2013-02-27,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-28,Rescate y reestructuración de Bankia / sector bancario español,3
2013-02-28,Venta y consolidación de activos FROB / Sareb,2
2013-03-01,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-01,Venta y consolidación de activos FROB / Sareb,2
2013-03-02,Venta y consolidación de activos FROB / Sareb,2
2013-03-02,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-03,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-03,Venta y consolidación de activos FROB / Sareb,2
2013-03-04,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-04,Venta y consolidación de activos FROB / Sareb,2
2013-03-05,Venta y consolidación de activos FROB / Sareb,2
2013-03-05,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-06,Venta y consolidación de activos FROB / Sareb,2
2013-03-06,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-07,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-07,Venta y consolidación de activos FROB / Sareb,2
2013-03-08,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-08,Venta y consolidación de activos FROB / Sareb,2
2013-03-09,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-09,Venta y consolidación de activos FROB / Sareb,2
2013-03-10,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-10,Venta y consolidación de activos FROB / Sareb,2
2013-03-11,Venta y consolidación de activos FROB / Sareb,2
2013-03-11,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-12,Venta y consolidación de activos FROB / Sareb,2
2013-03-12,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-13,Venta y consolidación de activos FROB / Sareb,2
2013-03-13,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-14,Venta y consolidación de activos FROB / Sareb,2
2013-03-14,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-15,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-15,Venta y consolidación de activos FROB / Sareb,2
2013-03-16,Venta y consolidación de activos FROB / Sareb,2
2013-03-16,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-17,Venta y consolidación de activos FROB / Sareb,2
2013-03-17,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-18,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-18,Venta y consolidación de activos FROB / Sareb,2
2013-03-19,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-19,Venta y consolidación de activos FROB / Sareb,2
2013-03-20,Venta y consolidación de activos FROB / Sareb,2
2013-03-20,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-21,Venta y consolidación de activos FROB / Sareb,2
2013-03-21,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-22,Venta y consolidación de activos FROB / Sareb,2
2013-03-22,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-23,Venta y consolidación de activos FROB / Sareb,2
2013-03-23,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-24,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-24,Venta y consolidación de activos FROB / Sareb,2
2013-03-25,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-25,Venta y consolidación de activos FROB / Sareb,2
2013-03-26,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-26,Venta y consolidación de activos FROB / Sareb,2
2013-03-27,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-27,Venta y consolidación de activos FROB / Sareb,2
2013-03-28,Venta y consolidación de activos FROB / Sareb,2
2013-03-28,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-29,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-29,Venta y consolidación de activos FROB / Sareb,2
2013-03-30,Venta y consolidación de activos FROB / Sareb,2
2013-03-30,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-31,Rescate y reestructuración de Bankia / sector bancario español,3
2013-03-31,Venta y consolidación de activos FROB / Sareb,2
2013-04-01,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-01,Venta y consolidación de activos FROB / Sareb,2
2013-04-02,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-02,Venta y consolidación de activos FROB / Sareb,2
2013-04-03,Venta y consolidación de activos FROB / Sareb,2
2013-04-03,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-04,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-04,Venta y consolidación de activos FROB / Sareb,2
2013-04-05,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-05,Venta y consolidación de activos FROB / Sareb,2
2013-04-06,Venta y consolidación de activos FROB / Sareb,2
2013-04-06,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-07,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-07,Venta y consolidación de activos FROB / Sareb,2
2013-04-08,Venta y consolidación de activos FROB / Sareb,2
2013-04-08,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-09,Venta y consolidación de activos FROB / Sareb,2
2013-04-09,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-10,Venta y consolidación de activos FROB / Sareb,2
2013-04-10,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-11,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-11,Venta y consolidación de activos FROB / Sareb,2
2013-04-12,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-12,Venta y consolidación de activos FROB / Sareb,2
2013-04-13,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-13,Venta y consolidación de activos FROB / Sareb,2
2013-04-14,Venta y consolidación de activos FROB / Sareb,2
2013-04-14,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-15,Venta y consolidación de activos FROB / Sareb,2
2013-04-15,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-16,Venta y consolidación de activos FROB / Sareb,2
2013-04-16,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-17,Venta y consolidación de activos FROB / Sareb,2
2013-04-17,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-18,Venta y consolidación de activos FROB / Sareb,2
2013-04-18,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-19,Venta y consolidación de activos FROB / Sareb,2
2013-04-19,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-20,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-20,Venta y consolidación de activos FROB / Sareb,2
2013-04-21,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-21,Venta y consolidación de activos FROB / Sareb,2
2013-04-22,Venta y consolidación de activos FROB / Sareb,2
2013-04-22,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-23,Venta y consolidación de activos FROB / Sareb,2
2013-04-23,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-24,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-24,Venta y consolidación de activos FROB / Sareb,2
2013-04-25,Venta y consolidación de activos FROB / Sareb,2
2013-04-25,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-26,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-26,Venta y consolidación de activos FROB / Sareb,2
2013-04-27,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-27,Venta y consolidación de activos FROB / Sareb,2
2013-04-28,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-28,Venta y consolidación de activos FROB / Sareb,2
2013-04-29,Rescate y reestructuración de Bankia / sector bancario español,3
2013-04-29,Venta y consolidación de activos FROB / Sareb,2
2013-04-30,Venta y consolidación de activos FROB / Sareb,2
2013-04-30,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-01,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-01,Venta y consolidación de activos FROB / Sareb,2
2013-05-02,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-02,Venta y consolidación de activos FROB / Sareb,2
2013-05-03,Venta y consolidación de activos FROB / Sareb,2
2013-05-03,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-04,Venta y consolidación de activos FROB / Sareb,2
2013-05-04,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-05,Venta y consolidación de activos FROB / Sareb,2
2013-05-05,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-06,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-06,Venta y consolidación de activos FROB / Sareb,2
2013-05-07,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-07,Venta y consolidación de activos FROB / Sareb,2
2013-05-08,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-08,Venta y consolidación de activos FROB / Sareb,2
2013-05-09,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-09,Venta y consolidación de activos FROB / Sareb,2
2013-05-10,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-10,Venta y consolidación de activos FROB / Sareb,2
2013-05-11,Venta y consolidación de activos FROB / Sareb,2
2013-05-11,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-12,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-12,Venta y consolidación de activos FROB / Sareb,2
2013-05-13,Venta y consolidación de activos FROB / Sareb,2
2013-05-13,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-14,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-14,Venta y consolidación de activos FROB / Sareb,2
2013-05-15,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-15,Venta y consolidación de activos FROB / Sareb,2
2013-05-16,Venta y consolidación de activos FROB / Sareb,2
2013-05-16,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-17,Venta y consolidación de activos FROB / Sareb,2
2013-05-17,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-18,Venta y consolidación de activos FROB / Sareb,2
2013-05-18,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-19,Venta y consolidación de activos FROB / Sareb,2
2013-05-19,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-20,Venta y consolidación de activos FROB / Sareb,2
2013-05-20,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-21,Venta y consolidación de activos FROB / Sareb,2
2013-05-21,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-22,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-22,Venta y consolidación de activos FROB / Sareb,2
2013-05-23,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-23,Venta y consolidación de activos FROB / Sareb,2
2013-05-24,Venta y consolidación de activos FROB / Sareb,2
2013-05-24,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-25,Venta y consolidación de activos FROB / Sareb,2
2013-05-25,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-26,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-26,Venta y consolidación de activos FROB / Sareb,2
2013-05-27,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-27,Venta y consolidación de activos FROB / Sareb,2
2013-05-28,Venta y consolidación de activos FROB / Sareb,2
2013-05-28,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-29,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-29,Venta y consolidación de activos FROB / Sareb,2
2013-05-30,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-30,Venta y consolidación de activos FROB / Sareb,2
2013-05-31,Rescate y reestructuración de Bankia / sector bancario español,3
2013-05-31,Venta y consolidación de activos FROB / Sareb,2
2013-06-01,Rescate y reestructuración de Bankia / sector bancario español,3
2013-06-01,Venta y consolidación de activos FROB / Sareb,2
2013-06-02,Rescate y reestructuración de Bankia / sector bancario español,3
2013-06-02,Venta y consolidación de activos FROB / Sareb,2
2013-06-03,Venta y consolidación de activos FROB / Sareb,2
2013-06-03,Rescate y reestructuración de Bankia / sector bancario español,3
2013-06-04,Rescate y reestructuración de Bankia / sector bancario español,3
2013-06-04,Venta y consolidación de activos FROB / Sareb,2
2013-06-05,Rescate y reestructuración de Bankia / sector bancario español,3
2013-06-05,Venta y consolidación de activos FROB / Sareb,2
2013-06-06,Venta y consolidación de activos FROB / Sareb,2
2013-06-06,Rescate y reestructuración de Bankia / sector bancario español,3
